id,title,content,frontmatter,status,created_at,updated_at
474,Transitory Units (TUs*)*,"In transitory locations, the dwelling that the resident occupies is called a Transitory Unit; or a *portable/mobile housing unit*, because, *in most cases,* it can be moved from place to place.
- TUs are not permanent structures, which are fixed in place (anchored to the ground), and unable to be moved around. Although, technically, any housing unit can be moved, the point is that most TUs are intended to be mobile. Note that this definition does not apply to hotels, which are structures with living quarters, such as rooms or suites (TUs).
- For purposes of TL enumeration, examples of a portable housing unit or TU would be:
- A Recreational Vehicle (RV) parked in a space in an RV park or campground.
- A tent erected on a site in a campground.
- A slip where a yacht, houseboat, floating house, Floating on Water Residence (FOWR), or house barge is or can be moored.
- A single room or suite in a hotel, motel, hostel, lodge, resort, inn, bed-and-breakfast, **if** **that room is occupied by persons living or staying on an extended or long-term bas****is.**",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
475,"A TL consists of Sites, Slips, Pads, Spaces, Rooms, or Units","A TL will contain designated spaces where TUs (see above) can be erected, set up, parked, moored, or located. A TL may also contain semi-permanent or permanent structures such as mobile homes or cabins where people can live or stay.
For Special Census purposes, list and enumerate *only* those permanent structures in a transitory location that are *used or intended to be used as a living quarter,* such as a standard house, cabin, cottage, bungalow, or mobile home. Do NOT list any non-residential or commercial type structures, such as storage sheds, drydock facilities, garages, etc., with no living quarters.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
476,Special Census Office (SCO) Staff Duties,"## SCO Managers
SCO managers, who include the Special Census Supervisor (SCS), Field Manager (FM), and Field Supervisor (FS) are responsible for supervising the work conducted in the office and the enumeration activities in the field. They coordinate and monitor the work of the staff who prepare the materials for TLAC and ETL operations.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
477,Field Manager (FM),"- Leads and directs the activities of the SCO staff.
- Supervises the research of any potentially new TLs, provided by the Governmental Unit or FRs using all possible sources (local knowledge, internet search applications, and other references, as required).
- Approves the addition of new TLs to the SCO workload and ensure its accurate entry into MOJO.
- Collaborates with the FS to select TLAC/ETL field staff.
- Oversees the training of all TLAC/ETL staff, including in-office and field.
- Supervises the preparation of all TLAC and ETL in-field materials.
- Supervises the review, check-in, and proper disposition of all Special Census TLAC/ETL materials.
- Responds to and resolves all TLAC and ETL in-office/field related operational issues, including Dangerous Addresses, Refusals, possibly new TL locations,
- Monitors the timely completion of all TLAC and ETL office and field work.
- Assists in the selection of a Lead FR to conduct the TLAC and lead a team of ETL FRs.
- May also conduct TLAC for transitory locations on U.S. military installations.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
478,Field Supervisor (FS),"- Trains the TLAC/ETL field staff.
- Makes assignments to TLAC and ETL FRs.
- Oversees the timely completion of TLAC and ETL Field activities.
- Meets frequently with the FM to discuss the progress of field activities.
- Meets frequently with the Lead FR and team of FRs.
- Reviews completed work of TLAC/ETL FRs.
- Ensures that all completed TLAC/ETL work materials are returned to the SCO for review and check-in.
- Approves Form BC-27, Time, Attendance, and Cost Report and Form BC-27A, Field Employee's Reimbursement Expenses, submitted by field staff.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
479,Lead Field Representative (Lead FR),"A Lead FR will be appointed to conduct the TLAC in-field visit and lead a team of FRs for the ETL operation. They will also:
- Perform other duties as assigned by the FS, such as assisting in the training of FRs; they will also collect, review, and return completed enumeration materials to the SCO.
- Conduct the in-field interviews at all assigned transitory locations, review their work, and submit completed enumeration materials to the Lead FR/FS for approval.
- Submit the Form BC-27, Time, Attendance, and Cost Report and Form BC-27A, Field Employee's Reimbursement Expenses, to the FS for approval.
- Review the Form SC-693.2(ETL) TL Listing Sheet for completeness and correctness.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
480,Field Representative (FR),"- Conducts the in-field interviews at all assigned transitory locations, review their work, and submit completed enumeration materials to the Lead FR/FS for approval.
- Submits the Form BC-27, Time, Attendance, and Cost Report and Form BC-27A, Field Employee's Reimbursement Expenses, to the FS for approval.
- Reviews the Form SC-693.2(ETL) TL Listing Sheet for completeness and correctness.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
481,TLAC Clerk,"The TLAC Clerk will:
- Conduct phone interviews for TLAC.
- Key information into MOJO and document updates.
- Prepare assignments for TLAC in-field operation. Perform all assignment preparation tasks for the TLAC operation, including the printing of the Form SC-117, *Transitory Location Control Record* (TLCR) from MOJO, and checking out assignments to the field.
- Protect all Title 13 and PII. Store all PII materials in a secure area in the SCO until receipt of disposition instructions.
- Review all returned Forms SC-117, TLCR to ensure completeness and correctness and to determine which cases will be assigned to the ETL operation.
- Advise the supervisor of any TLAC field related issues notated on the Forms SC-117, TLCR and SC-225, INFO-COMM.
- Identify and add new TLs to MOJO. Assist in the research of possibly new TL adds, or GQ conversions and make the appropriate entries in MOJO.
- Key the Form BC-27, Time, Attendance, and Cost Report and Form BC-27A, Field Employee's Reimbursement Expenses, data into the GovTA system.
- Ship materials to the RO and/or the National Processing Center.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
482,ETL Clerk,"The ETL Clerk will:
- Assemble and inventory ETL kits.
- Perform all assignment preparation tasks for the ETL operation.
- Advise the supervisor of any ETL field related issues notated on the Forms SC-117, TLCR and SC-225, INFO-COMM.
- Assist in the research of possibly new TL adds, or GQ conversions and make the appropriate entries in the SCOCS.
- Review completed ETL materials according to instructions in the Form SC-691(ETL), ETL Clerk Office Review Checklist.
- Store all PII materials in a secure area in the SCO until receipt of disposition instructions.
- Key the Form BC-27, Time, Attendance, and Cost Report and Form BC-27A, Field Employee's Reimbursement Expenses, data into the GovTA system.
- Ship materials to the RO or National Processing Center.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
483,TLAC Assignment Preparation and Checkout,"## Background
A Lead FR or FS will be assigned to make personal visits to transitory locations in the SCO workload to conduct TLAC interviews. The clerks will prepare kits for the FS or Lead FRs containing materials to conduct the in-field interview. After the in-field visit, the FS or Lead FR will return the completed materials to the SCO, and you will:
- Review the completed materials (see TLAC Assignment Check-in and Review).
- Key required information into MOJO for the case.
- Prepare cases for the ETL operation.
Your SCO manager will advise you when TLAC field activities begin and when you must start preparation for the operation.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
484,Assignment Preparation,"The table below describes the materials needed to prepare the in-field kit for each TL. This list does not include other items used by the Lead FR that are in their supply kit.
  -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Materials                                                                                Description
  ---------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------------------------------------------------------------
  **SC-117**, Transitory Location Control Record                                           Printed from MOJO and used by the Lead FR to verify TL contact and address details and to complete the TLAC interview.
  **SC-688**, Transitory Location Advance Contact In-Field Script                          An interview script used by the Lead FR to conduct the TLAC in-field interview.
  **SC-945,** Enumeration at Transitory Location (ETL) Frequently Asked Questions (FAQs)   Frequently Asked Questions and answers from respondents that they may ask during an interview that are not covered in the TL materials.
  **SC-946,** Transitory Location Type Codes and Definitions Job Aid                       Job aid used to help determine the correct TL Type Code for transitory locations if the current code is incorrect or if there is a new TL.
  **SC-CN(E/S)**, Confidentiality Notice                                                   Legal statement given to the respondent to notify them that their information is confidential.
  **SC-LFM-TL (E/S**), TL Facility Manager Letter                                          Letter from the Director of the Census Bureau given to the TL contact person to notify them of the upcoming ETL operation.
  **SC-225,** Information Communication (INFO-COMM)                                        Used to document problems and details of any situation about the TL requiring action by the SCO management.
  **SC-ID,** Language Identification Card                                                  Used to help identify the language spoken at the TL, if the language spoken is not English.
  -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Other Lead FR assignment and training materials included in the TL kits are listed in the following table.
+-----------------------------------------+------------------------------------------------------------------------------------------------------+
| Materials                               | Description                                                                                          |
+=========================================+======================================================================================================+
| SC-569.30                               | Special Census Enumeration at Transitory Locations Field Representative Manual                       |
+-----------------------------------------+------------------------------------------------------------------------------------------------------+
| SC-569.30A(TLAC)                        | Special Census Transitory Locations Advance Contact (TLAC) Lead Field Representative (FR) Self-Study |
+-----------------------------------------+------------------------------------------------------------------------------------------------------+
| **SC-ID**, Language Identification Card | Used to help identify the language spoken at the TL, if the language spoken is not English.          |
+-----------------------------------------+------------------------------------------------------------------------------------------------------+
| BC-1199                                 | Official Business Sign/Employee                                                                      |
+-----------------------------------------+------------------------------------------------------------------------------------------------------+
| Other Supplies                          | -   Blue or Black ink pens                                                                           |
|                                         |                                                                                                      |
|                                         | -   Special Census Shoulder Bag                                                                      |
|                                         |                                                                                                      |
|                                         | -   Paper and Binder Clips                                                                           |
|                                         |                                                                                                      |
|                                         | -   Notebook                                                                                         |
|                                         |                                                                                                      |
|                                         | -   Rubber bands                                                                                     |
|                                         |                                                                                                      |
|                                         | -   Clipboard                                                                                        |
|                                         |                                                                                                      |
|                                         | -   Messenger Envelopes                                                                              |
+-----------------------------------------+------------------------------------------------------------------------------------------------------+",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
485,"Form SC-117, TL Control Record (TLCR)",The Form SC-117 contains PII information and must be stored in a secure location.,,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
486,Print and Staple Form SC-117,"Print the Form SC-117 from MOJO and staple the pages together in the upper left-hand corner. Make certain that the pages are in the correct order.
The Header information and the TL contact name and telephone number (if available), in Section A, *Transitory Location Facility Contact Information* of the Form SC-117, will be prepopulated from the record in MOJO to the form. The following image is an example of Form SC-117.
![Image showing an example of the SC-117, Transitory Location Control Record. The form is blank.](/images/imports/1/image4_5a3fa4b0.jpeg){width=""4.116367016622922in"" height=""4.7264381014873145in""}",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
487,Assign the Case to the Lead FR,"In the **Header** section:
- Print the FR's name to whom the case is assigned in **Item P, Assigned to field** as provided.
- Enter the date assigned in MO (**01-12**), DAY (**01-31**), YEAR (**4-digit year**) format (MM/DD/YYYY) in **Item Q, Date assigned field**. This is the date that you complete the assembly of the kit, and it is available for pick up by the Lead FR.
- Leave **Item R, Date returned field** blank until the Form SC-117 is returned by the Lead FR after the in-field interview (see **Topic 5**, *TLAC Assignment Check-in and Review*).",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
488,List Additional Blocks in TL in Same AA,"Sometimes a TL may consist of several blocks but only one block can be printed in **Item L, Block field** in the Header. This section allows you to list additional block numbers if necessary. Your supervisor will advise you when this occurs.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
489,Assemble TLAC Kit Materials,"For each case, paperclip (do not use rubber bands) the following forms together:
- Form **SC-688**, TLAC In-Field Script (1)
- Form **SC-CN**, Confidentiality Notice (1)
- Form **SC-LFM-TL (E/S**), TL Facility Manager Letter (1)
- Form **SC-ID,** Language Identification Card (1)
- Form SC-945, ETL Frequently Asked Questions (FAQs) (1)
- Form SC-946, TL Type Codes and Definitions Job Aid (1)
- Place the assembled forms in a messenger envelope.
- Paperclip the associated printed Form **SC-117**, *TL Control Record*, to the outside of the envelope.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
490,Quality Control Assignment Materials,"Another TL clerk should double-check the assignment packages to make certain that all materials for each case are in the envelope.
- Place in a bin labeled **TLAC CHECKOUT**.
- Print the TL Assignment Directory Report (List of all TLs in the workload)
- The Field Manager will print a spreadsheet containing the list of all TL cases. You will use the spreadsheet to keep track of cases checked-out (assignment packages taken from the SCO by the Lead FR and checked-in (returned to the SCO by the Lead FR). The FS will notify the Lead FR when to pick up and return completed TLAC assignments.
- Enter the date in MO (**01-12**), DAY (**01-31**), YEAR (**4-digit year**) format (**MM/DD/YY**), the Lead FR left the SCO with the assignment package (this date may be different from the **DATE ASSIGNED** on the Form SC-117).
- Enter the Lead FR's name.
- Enter your initials to indicate you approved the release of the materials.
- Keeping a record of the chain-of-custody of these documents is vital to security of the Special Census data. If materials are not returned in the timeframe allotted, you or your supervisor must contact the Lead FR to find out the status.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
491,TLAC Assignment Check-in and Review,"## TLAC Assignment Check In
The clerk will check in all materials returned from the TLAC in-field visit. Materials will be reviewed to determine which TL cases will be prepared for the ETL operation.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
492,Prepare TLAC Review area,"Organize your work area so that you can sort and place reviewed materials in a recognizable and well-labeled space.
- Label a bin or other container, **ETL.** SC-117 cases that will be moved to the ETL operation will be placed in this bin.
- Label a bin or other container, **NO ETL.** SC-117 cases that will not proceed to the ETL will be placed in this bin.
Remember that the Forms SC-117 and SC-225 contain PII data and must be safeguarded. After reviewing, store the completed forms in the secure area designated by your SCO.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
493,TLAC Assignment Receipt,"When a TLAC Lead FR finishes an assignment, they will return the following materials to the SCO:
- Form SC-117, Transitory Location Control Record
- Form SC-688, TLAC In-Field Script
- SC-225s, INFO-COMMS, completed and/or blank
- TL Site Maps
- Unused/extra Forms SC-CN (E/S), Confidentiality Notice
- Unused/extra Forms SC-LFM-TL (E/S), TL Facility Manager Letter",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
494,Check-in TLAC Assignment,"Using the printout of the TL workload (see TLAC Assignment Preparation and Checkout) for TLAC assignments:
- Go to **Item P, Assigned to field** to locate the Lead FR's name to whom you made the assignment for the TL.
- Go to **Item R, Date returned field** and enter the date in MO (**01-12**), DAY (**01-31**), YEAR (**4-digit year**) format **(MM/DD/YY),** the assignment was returned.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
495,Collect Unused/Blank TLAC Forms,"Collect blank Form SC-225s, Form SC-688, unused/extra Forms SC-CN (E/S) and SC-LFM-TL and place them in the allocated storage area in the SCO.
- The Form SC-688, *TLAC In-Field Script,* can be reused if no stray markings or if in good condition.
- The Lead FR should not have made any entries to questions in the script in lieu of writing on the Form SC-117.
- If you have a Form SC-688 with answers circled **and** there is no Form SC-117 with **Sections A1** and **A2** completed:
- Contact the Lead FR. Since they visited the TL, they must be responsible for transcribing the information to the Form SC-117.
- Also refer the case to your supervisor. The Lead FR may need to be retrained on the TLAC in-field procedures.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
496,Review and Edit TLAC Forms,"1. Sort the Forms SC-117 by **TL Name/Barcode ID**:
- Keep duplicate Forms SC-117 together.
- Keep any Forms SC-225, *INFO-COMMs* and TL site maps with the accompanying Form SC-117.
18. Write the date the Form SC-117 was returned in **Item R,** **DATE RETURNED** **field** of the Form SC-117 header section. Enter MO (**01-12**), DAY (**01-31**), YEAR (**4-digit year**) format.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
497,Section A2: TLAC Status,"Check **Section A2**: *TLAC Status*, to determine the outcome of the TLAC in-field visit:
1. If COMPLETE (ETL Appointment Scheduled, including appointments for Housing Units) was marked (X), make certain Section A1, Item 12, contains the DATE and TIME (am or pm circled) scheduled for the ETL visit and that Item 13 is marked (X) YES. Note that if a housing unit is located at the address on the Form SC-117, the Lead FR must make an appointment for the ETL interview (see instructions in Item 3.b.iv, below).
19. If Item 12 is complete and Item 13 is marked (X) **YES,** **go to Item 4** of these instructions.
20. If no DATE and or TIME (am or pm circled) in Item 12, and Item 13 is marked (X) **YES**, contact the Lead FR to resolve the discrepancy and make the appropriate entries in Items 12 and/or 13. Based on the information the FR provides, you may have to change the TLAC status code.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
498,Other TLAC Status Codes,"1. Out of Enumeration Area
A.  Check the **Notes** section for a reason why the case is out of the SCO enumeration area.
B.  Check for an accompanying SC-225, INFO-COMM for additional information.
C.  Refer the case to your supervisor for additional research and confirmation of the status. If confirmed, the case will not move forward to the ETL.
D.  Place in a bin labeled **NO ETL.**
21. Duplicate: Survivor ID#
A.  You should have already sorted the Forms SC-117 by TL Name/Barcode ID and would have identified any duplicate forms.
E.  Make certain the TL Barcode ID of the Survivor Form SC-117 is written in the field provided beside **Duplicate.**
F.  Review the Survivor SC-117 starting with Item 2.
G.  Place the duplicate Form SC-117 in a bin labeled **NO ETL.**
22. Dangerous Address
A.  Check the Notes section for a reason why the case was identified as dangerous.
H.  Check for an accompanying SC-225, INFO-COMM. If none, contact the Lead FR for an explanation.
I.  Refer the case to your supervisor for additional research and confirmation of the status. If confirmed, the case will not move forward to the ETL.
J.  Place in a bin labeled **NO ETL.**
23. Housing Unit, No Appointment
A.  The Lead FR may have determined that a housing unit is at the address on the Form SC-117 but was unable to conduct the TLAC in-field interview and/or make an appointment for the ETL (no one home, vacant, refusal).
K.  Check the **Notes** section for any explanations.
L.  Check for an accompanying SC-225, INFO-COMM. If none, contact the Lead FR for an explanation.
M.  This case will move forward to the ETL.
N.  Place in a bin labeled **ETL.**
24. Group Quarters
A.  The Lead FR may have determined that a group quarter is at the address on the Form SC-117.
O.  Check for an accompanying SC-225, INFO-COMM. If none, contact the Lead FR for an explanation.
P.  Refer the case to your supervisor for additional research and confirmation of the status. Group Quarters are handled during the Group Quarters Advance Contact (GQAC) and Group Quarters Enumeration (GQE) operation. The SCO will delete the GQ from the TL workload and add it into the GQ workload.
25. Closed on Special Census Day
Check Item 6, Will you be open between (Special Census Dates)? on the Form SC-117:
A.  If **NO** is marked, the TLAC Status is valid. Place in a bin labeled **NO ETL.**
Q.  If **YES** or **DON'T KNOW** is marked, then Items 7-17 of the Form SC-117 should contain an entry. If not, contact the Lead FR for an explanation.
R.  Refer the case to your supervisor for additional research and confirmation of the status, if necessary. If confirmed, the case will not move forward to the ETL.
S.  Place in a bin labeled **NO ETL.**
26. Demolished/Burned Out
A.  Check the **Notes** section for an explanation.
T.  Check for an accompanying SC-225, INFO-COMM. If none, contact the Lead FR for an explanation. The case will not move forward to the ETL.
U.  Place in a bin labeled **NO ETL.**
27. Uninhabitable (Open to the Elements/Condemned/Under Construction)
A.  Check the **Notes** section for an explanation.
V.  Check for an accompanying SC-225, INFO-COMM. If none, contact the Lead FR for an explanation. The case will not move forward to the ETL.
W.  Place in a bin labeled **NO ETL.**
28. Closed/Not Operating/Vacant
A.  The Lead FR may have arrived at the address and determined that the transitory location is closed, not operating or vacant (devoid of inhabitants).
X.  Check the **Notes** section for an explanation.
Y.  Check for an accompanying SC-225, INFO-COMM. If none, contact the Lead FR for an explanation.
Z.  The TL may have been closed at the time of the TLAC visit but may be open during the Special Census ETL timeframe. The case will move forward to the ETL.
A.  Place in a bin labeled **ETL.**
29. Refusal
A.  The TL contact may have refused to cooperative with the TLAC in-field interview or may not have allowed the Lead FR to enter the premises of the TL.
B.  Check the **Notes** section for an explanation.
C.  Check for an accompanying SC-225, INFO-COMM. If none, contact the Lead FR for an explanation.
D.  Refer the case to your supervisor. They will attempt to convert the refusal and conduct a TLAC interview.
E.  Whether the case is converted or not, it will move forward to the ETL.
F.  Place in a bin labeled **ETL.**
30. Nonresidential
A.  The Lead FR may have determined that the structure/place at the address is Nonresidential (commercial establishment, such as a store, bank, car dealership or used for storage of equipment, machinery, or other goods).
G.  The case will not move forward to the ETL.
H.  Place in a bin labeled **NO ETL.**
31. Cannot Locate
A.  The Lead FR may have been unable to locate the address of the transitory location. This may happen more often if the TL is a Type Code 60, Circus/Carnival/Fair because the event moved to another location and the FR was unable to find it at the new location.
I.  Check the **Notes** section for an explanation.
J.  Check for an accompanying SC-225, INFO-COMM. If none, contact the Lead FR for an explanation.
K.  The case will not move forward to the ETL.
L.  Place in a bin labeled **NO ETL**.
32. Other
If **Other** is marked, make certain there is a written entry in the space provided for the category.
A.  Check the **Notes** section for an explanation.
B.  Check for an accompanying SC-225, INFO-COMM. If none, contact the Lead FR for an explanation.
C.  Depending upon the description/explanation provided, the case may or may not move forward to the ETL.
D.  Refer the case to your supervisor if you cannot make an accurate determination of the TLAC status.
E.  Place in the proper disposition bin based upon the review.
If the TLAC Status is **COMPLETE or Housing Unit (No Appointment Scheduled), Closed/Not Operating/Vacant, or Refusal** (and your supervisor determined that the Refusal case should move forward to the ETL):
A.  Check **Section A:** *Transitory Location Facility Contact Information*, Items 1, 2 and 3 to determine if there are corrections to any of these fields. Make the appropriate changes in MOJO.
M.  Review each Item in **Section A1,** *Transitory Location Advance Contact Information*:
**Item 4/5**, TL Name/Street Name:
- The Lead FR may have made corrections to the TL Name and/or Street Name, if necessary, on the lines provided.
- If the **TL name** is other than the one printed in the Header of the Form SC-117, refer the case to your supervisor for additional instructions. This may not the same location as the one in the workload. See **Topic 2**, *Adding Transitory Locations to the Workload*.
- If the street number, street name, and/or directional prefix is different from what is printed in the **Header** of the Form SC-117, refer the case to your supervisor for additional instructions. Only **MINOR** spelling corrections are allowed. This may not the same location as the one in the workload and could be a new TL. See **Topic 2**, *Adding Transitory Locations to the Workload*.
**Item 6**, Will you be open between (Special Census Dates)?
- If **YES** or **DON'T KNOW**, there should be an entry in Item 7.
- If **NO**, the FR should not have made any other entries in **Section A1** but should have marked *Closed on Special Census Day* in **Section A2:** *TLAC Status*, of the Form SC-117.
**Item 7**, TL Type Code:
- One of TL Type Codes 10-60 will be marked.
- If TL Type Code 40, Hotel/Motel is marked, **Rooms** should be marked in Item 8, **Type of spaces or units**.
- If TL Type Code 90, **Other,** is marked, there should be a description that might assist in determining which specific TL Type 10-60 could apply.
**Item 8**, Type of spaces or units:
- More than one type may be marked as the transitory location may be mixed use (e.g., TL Type Code 10, Campground and TL Type Code 20, RV Park).
- If TL Type Code Hotel/Motel is marked in Item 7, make sure **Rooms** is marked in Item 8. If not, mark (X) the box beside **Rooms**.
- If **Other,** is marked, there should be a description that might assist in determining which specific type of spaces or units could apply.
**Item 9**, Maximum Number of Spaces or Units at Location:
- Check to make certain there is a number entered on the line provided. You will use this number to estimate the number of Forms SC-Q-TL, *Transitory Location Questionnaires* (EQs), needed for the enumeration of the location.
- If no number, contact the Lead FR.
**Item 10**, Average Number of Occupied Units:
- Check to make certain there is a number entered on the line provided.
- If a housing unit, the Lead FR should have entered the number of people expected to occupy the unit on Special Census Day.
**Item 11**, Are there any people who live or stay at this hotel/motel on an extended basis?
- The Lead FR completed this Item only for TL Type Code 40, Hotel/Motel (Item 6 of the Form SC-117).
- If **YES** is marked, go to Item 12.
- If **NO** is marked, there should be no further entries in **Section A1** of the Form SC-117.
- Make certain that Nonresidential is marked in **Section A2,** *TLAC Status.*
**Item 12**, What is the best day and time to conduct the Special Census at this location?
- Check to make certain there is a date and time on the appropriate lines, if Item 11 was **YES** or if any of the previous Items 1 through 10 contain an entry.
- If there should be an entry and there is none, or it is incomplete (e.g., date but no time or a.m./p.m.), contact the Lead FR.
**Item 13**, Appointment Scheduled?
- Check to make certain Item 11 is marked **YES,** if Item 12 contains an entry.
- If Item 12 does not contain an entry, check to make certain Item 13 is marked **NO**.
**Item 14**, Are there any specific instructions that Special Census staff need to know to count the people at this location?
- Make certain that if **YES** is marked, one or more of the options (Gated Community, Locked Entrance, or Other: Describe) is marked).
- Otherwise, **NO** should be marked.
**Item 15**, Are there people at this location who do not speak or understand English?
- If **YES** is marked, make certain there is a language written in the lines provided for language(s) spoken. A FR who speaks the language or a translating service may be needed for the ETL visit.
- Otherwise, **NO** should be marked.
**Item 16**, TL site maps:
- If **YES** is marked, then make certain the maps are attached. If there are no maps, contact the Lead FR for clarification. Keep the TL site maps with the SC-117; the FS/Lead FR will distribute them to the ETL team members.
- Otherwise, **NO** should be marked and there will be no site maps.
**Item 17**, TL Contact responsible for additional location(s):
- If **YES** is marked, there should be information in the **Notes** section and/or a Form SC-225, INFO-COMM, regarding the possible additional locations. These locations may or may not be in the Special Census TL workload or could have been assigned to another Lead FR.
- Refer the SC-117 and SC-225 to your supervisor.
- The transitory locations will have to be researched to determine whether they are already in the workload, should be added to the workload for a TLAC visit, or are out of the SCO enumeration area.
- See **Transitory Location Adds, of this chapter.**",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
499,Ensure that all Forms SC-117 are Checked-in and Stored,"Make certain that you have accounted for all Forms SC-117 that have been checked-in and/or referred to your supervisor for further research. If your supervisor does not return a Form SC-117 to you for correct allocation (ETL or NO ETL), follow-up with them.
- Forms SC-117 and associated TL site maps that will be used during the ETL operation (**ETL** bin) should be stored in a secure location in the SCO. These forms will be used for ETL assignment preparation.
- Forms SC-117 that will not be used during the ETL operation (NO ETL bin), should be stored in a secure location in the SCO until final disposition instructions are received.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
500,TLAC Add Cases,"## TLAC Transitory Location Adds
During the TLAC interview, Lead FRs may learn that:
- The assigned transitory location has undergone a name or an address change (Form SC-117, **Section A1**, *Transitory Location Advance Contact Information*, **Item 4,** *TL Name* and **Item 5**, *Street Name* fields are different from what is in the **Header** of the Form SC-117). They could have visited the incorrect location, or *it may be a new TL*.
- Notify your supervisor.
- You may be instructed to conduct research or to accept the correction and continue with checking-in the case.
- The TL contact person manages another TL (Form SC-117, **Section A1**, **Item 17** is marked **Yes**) but the Lead FR does not have another Form SC-117 for that location, therefore they could not conduct an in-field interview for that TL. They should have completed information in the **Notes** section of the Form SC-117 and a Form SC-225, INFO-COMM about the potentially new TL.
- Notify your supervisor.
- You may be instructed to conduct research.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
501,Conducting TL Research,"## TL Name/Address Changes
You need to determine if the Lead FR visited the right location.
- Search the TL workload to determine if that location is already in the workload. It may be in the workload under the corrected name/address, but a different TL Case ID.
- Use **Google Search** for the original address to determine what is at that location.
- Use **Google Search** for the TL name to determine what the address is (and to verify if it is within the SCO enumeration area).
- If you determine that the address is not in the workload, then you must add the location to the TL workload via MOJO.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
502,Potentially New TLs,"If there is information in the **Notes** section of the Form SC-117 and/or a Form SC-225 containing information about another TL that the TL contact person manages:
- Search the TL workload to determine if that location is already in the workload. It could be assigned to another Lead FR.
- If it is already in the workload, indicate on the Form SC-117/SC-225 that the TL is a duplicate of a case in the workload and will not be added.
- If you determine that the address is not in the workload, then you must add the location to the TL workload via MOJO.
    - Print the Form SC-117 for the new TL.
Your supervisor must assign a Lead FR to the case for a TLAC in-field interview. Follow instructions in *Topic 4, TLAC Assignment Preparation and Checkout,* for preparing the TLAC in-field assignment.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
503,ETL Assignment Preparation and Check-out,"## Background
A Lead FR or FS will be assigned to lead a team of FRs to make personal visits to transitory locations to conduct the ETL interviews. Clerks will prepare kits for the Lead FRs/FRs containing ETL materials to conduct the interview. After the in-field visit, the Lead FR will return the completed materials to the SCO.
Your SCO manager will advise you when ETL field activities begin and when you must start preparation for the operation.",,draft,2025-08-14 23:50:50,2025-08-14 23:50:50
